src,tgt
2-1-7=,-6
2-1+9=,10
9-3+2=,8
3-5-2=,-4
2+8-0=,10
9-1+2=,10
5+3+1=,9
5-7-1=,-3
7+7+1=,15
1-1+2=,2
8+6+1=,15
7+1-6=,2
4-4-1=,-1
8-2-5=,1
2-8-1=,-7
4+9-8=,5
9-1+8=,16
0-7+2=,-5
7+6-6=,7
7-2+2=,7
4+5+2=,11
1+2-5=,-2
6+9-8=,7
0-6-8=,-14
0-7+4=,-3
3-2-9=,-8
2-3-0=,-1
4-5+9=,8
6-2+6=,10
4-7-5=,-8
5+6+1=,12
7-8-8=,-9
8+9+6=,23
2+4+8=,14
9+5+7=,21
8+4-4=,8
6+6-6=,6
3-3+4=,4
5-2+8=,11
2-0+6=,8
6+0+4=,10
3-3+9=,9
4+3+5=,12
4-1+4=,7
3-8-3=,-8
6+4-7=,3
9-9-2=,-2
9-0-8=,1
4+8-5=,7
8+2-1=,9
2+4-3=,3
2+0-7=,-5
4-3+6=,7
7-7+9=,9
3+8+9=,20
4-3-1=,0
3+2+7=,12
4+9-3=,10
1+2-6=,-3
6+8+4=,18
1-3-6=,-8
1-7+3=,-3
4+5-2=,7
7-2+0=,5
3+6-6=,3
1+9-6=,4
7+5-0=,12
2+3-2=,3
7+2-8=,1
4+2+2=,8
1-0+7=,8
2+8+5=,15
9-8-8=,-7
4-2+3=,5
0+7+1=,8
0+7-4=,3
4+0-4=,0
9-0+0=,9
4-8+1=,-3
5+7+2=,14
5-1-3=,1
6+8+3=,17
2-5-2=,-5
0+1+1=,2
8-4-3=,1
3+4-4=,3
7-5+9=,11
6-7-2=,-3
3+5-8=,0
3-4+9=,8
5-5+5=,5
7+0-6=,1
7-8-8=,-9
4+6-5=,5
2-1+6=,7
6+8+5=,19
0+3+4=,7
7+8-8=,7
3+5-3=,5
1+0-8=,-7
9+6+6=,21
0+4-2=,2
3+3-9=,-3
5+3-4=,4
5+5-6=,4
6+7-4=,9
4-8-8=,-12
7-3-6=,-2
4-8-8=,-12
1-1+4=,4
1+5+0=,6
9+3+4=,16
6+5+8=,19
2+3-6=,-1
4+5-0=,9
6+4-1=,9
3-8-9=,-14
1+1+9=,11
7-3-8=,-4
0+5-4=,1
2+4+5=,11
2-8+9=,3
3-4+7=,6
0+9-9=,0
0-5+6=,1
3-0-0=,3
9-2+7=,14
8-5+3=,6
9-0+2=,11
0+7+2=,9
0+3+9=,12
7-2-7=,-2
0-6+7=,1
1-7+3=,-3
4+8+7=,19
7+8-6=,9
9-9+8=,8
9-6-4=,-1
9+7-3=,13
9+1-2=,8
0-6-5=,-11
3-4+3=,2
6-4+9=,11
1-0-8=,-7
6+1+0=,7
3-7+4=,0
4+0-4=,0
8+9-5=,12
6-5-3=,-2
9-8+2=,3
7-2-0=,5
9-5-3=,1
0-3-4=,-7
1+5-1=,5
9-6+8=,11
3+3+3=,9
8+5+2=,15
5-1-5=,-1
7+2+5=,14
4-2+6=,8
9+6+5=,20
7-8+1=,0
0-9+2=,-7
4+1-7=,-2
7-7+9=,9
7+1-1=,7
2+7-5=,4
2+5+8=,15
9-2+5=,12
8-8-1=,-1
8-4+6=,10
5+7-0=,12
6-3-1=,2
3+9+1=,13
3-1+4=,6
8+4+0=,12
8-5-7=,-4
0+4-3=,1
2+7-4=,5
6+1+4=,11
1+7-9=,-1
3-9-6=,-12
8-1+6=,13
8-5-5=,-2
6+0-5=,1
6+9+7=,22
2+0+0=,2
9-0+8=,17
5+0-2=,3
1-0-4=,-3
0-7+7=,0
4+5-0=,9
8+7+8=,23
2-1-0=,1
5-9-2=,-6
6-2+1=,5
4-8+8=,4
4-4-0=,0
4-9+4=,-1
2-3+4=,3
0+4-9=,-5
5-8-7=,-10
1+4-1=,4
1+1-2=,0
2+0-4=,-2
2+3-4=,1
4+0-7=,-3
2+5-7=,0
2+4+4=,10
9+8+8=,25
8+8+5=,21
0-2+6=,4
5-4+8=,9
7-8-1=,-2
8+2+0=,10
1-3-4=,-6
0+9-3=,6
8+3-5=,6
6+6-2=,10
9-8+2=,3
7+2-2=,7
9+3-5=,7
6-5-9=,-8
7+5+9=,21
8-7-3=,-2
0-5-5=,-10
3-9-4=,-10
9+3-5=,7
0+7-3=,4
4+2-0=,6
6+8-9=,5
5-8-2=,-5
1+7+2=,10
7-2+0=,5
9+1+8=,18
6-1-8=,-3
0-9-2=,-11
6+5-8=,3
1-9-0=,-8
8+3-0=,11
4+4-1=,7
3+1-5=,-1
7+0-9=,-2
5-5-6=,-6
6-6+7=,7
5+7-6=,6
2+0-7=,-5
0+8-4=,4
3+6-9=,0
6+1-6=,1
1-5+2=,-2
9-7+1=,3
2+9+1=,12
6-3-8=,-5
7-0+0=,7
7+7-9=,5
1-1+7=,7
9-9+1=,1
8-2+8=,14
4+3+4=,11
9-2-2=,5
5+7-8=,4
1-0-0=,1
1-8-2=,-9
4+9-8=,5
4-9-4=,-9
3-1+5=,7
2+5+6=,13
2-9-5=,-12
6+1+7=,14
2+2+6=,10
8+2+9=,19
8+8-5=,11
9+6-5=,10
6-1+5=,10
8-4-8=,-4
9-7+2=,4
9-2-9=,-2
0+8-7=,1
1-9-2=,-10
3-5-7=,-9
8+4+3=,15
9+0-9=,0
4+3-7=,0
6-3+6=,9
6-4-5=,-3
5+6-8=,3
1+3-7=,-3
9-1-5=,3
1+9+3=,13
1+5+9=,15
7-0+2=,9
9-5-0=,4
3+3+0=,6
1+4-0=,5
6-3+3=,6
8+4-9=,3
6+4+4=,14
5-2-0=,3
5+1-0=,6
8-1-5=,2
0-4+7=,3
3+6+6=,15
7+3-7=,3
2+8+2=,12
5+9-0=,14
1+5-1=,5
7-4-7=,-4
0+5+0=,5
7+3+5=,15
5+4+2=,11
6-4-2=,0
8+7-7=,8
2-6-0=,-4
0-7-7=,-14
5-4-8=,-7
5-7-7=,-9
2-8-6=,-12
2-3-9=,-10
1+9+5=,15
2+6+7=,15
2+7-7=,2
2+6-9=,-1
9-5+6=,10
7-3-9=,-5
2-2-9=,-9
9+0-4=,5
2+1+0=,3
9+2+7=,18
9+1+2=,12
9-8-7=,-6
7+7+6=,20
0+5-6=,-1
7-7-3=,-3
2+8+4=,14
0-4+7=,3
4-1+2=,5
3-1-6=,-4
9+8+6=,23
0+5-9=,-4
8+0-3=,5
7+5+1=,13
5-1+6=,10
3-8-1=,-6
4-1+7=,10
8+3+5=,16
6+1-0=,7
8+2+6=,16
7-7-8=,-8
6-7+7=,6
0-3-5=,-8
0-3-0=,-3
2-4-0=,-2
4+5-8=,1
6+7-0=,13
8-4+0=,4
9-5+2=,6
6+0+1=,7
3+9-2=,10
5+0-7=,-2
6-3+6=,9
3-3+1=,1
3+2-8=,-3
3-1-8=,-6
0-6-2=,-8
5-2-9=,-6
3-2+4=,5
1-2+7=,6
7-2-1=,4
7+8-0=,15
3+6-5=,4
1-2+9=,8
4+5-6=,3
9-1-7=,1
3-9-0=,-6
0-4+1=,-3
4+9-2=,11
7+6+0=,13
9+1-8=,2
8+1+1=,10
6-8+9=,7
7-6-4=,-3
9-4-6=,-1
4+4+6=,14
9+1-1=,9
2+9+7=,18
1+8+7=,16
6+4-9=,1
8-1-1=,6
7+7+4=,18
8-3-7=,-2
7+5-7=,5
1-7-8=,-14
8+2+9=,19
8-6-7=,-5
5+3+2=,10
7-9-1=,-3
5-4+0=,1
4-4-8=,-8
1+5-1=,5
0-7-9=,-16
0+0-6=,-6
7-3+8=,12
1-7+1=,-5
2+0+7=,9
0+5-6=,-1
3-1-0=,2
7-8-2=,-3
0+1+3=,4
4-7-3=,-6
0+9+3=,12
6-3-3=,0
0-8-8=,-16
3+9+6=,18
9-0+8=,17
7+1+9=,17
9-4-8=,-3
8-9+8=,7
9-2+0=,7
7-5+9=,11
4+3+1=,8
3+9+7=,19
3+3-4=,2
5+0+1=,6
1-8-4=,-11
2+1-6=,-3
7+1+6=,14
0+1+2=,3
8-0-1=,7
5+5+4=,14
9-8-7=,-6
8-5+5=,8
7+3-3=,7
9+1-5=,5
7+9-2=,14
7+9-4=,12
3-6-3=,-6
3+9-5=,7
2+3-7=,-2
2+0+4=,6
5+9-4=,10
1+1-8=,-6
1-2+1=,0
6+4-2=,8
7+1+1=,9
3-9-8=,-14
4-8-3=,-7
0-2-5=,-7
6-5-0=,1
9-1-6=,2
2-6-2=,-6
3-6-7=,-10
3+1+0=,4
4-8+2=,-2
8+7-3=,12
9-2+9=,16
7-4+2=,5
6+6-2=,10
2+5+9=,16
8+3+6=,17
7+6-8=,5
2+0-3=,-1
0-4+4=,0
3-6-4=,-7
6-4-7=,-5
4-5-1=,-2
1+6+5=,12
1-2-8=,-9
4+5+0=,9
4+7-6=,5
6-2-3=,1
3-4-5=,-6
7-1+7=,13
4-2-6=,-4
3+9+4=,16
5-2+8=,11
8+3+8=,19
5-8+6=,3
4+4+1=,9
9-4+8=,13
0-5+4=,-1
7-9-5=,-7
0-4-7=,-11
0-3+3=,0
4-7-5=,-8
6-9-8=,-11
8+8+7=,23
4-5-9=,-10
9+5+7=,21
6-0-9=,-3
5-4-6=,-5
7-5+6=,8
2-8-4=,-10
8+1-5=,4
5+6-3=,8
0-8-1=,-9
5+7+2=,14
2+4-0=,6
6+3-0=,9
9+5+0=,14
3+5+1=,9
1+1+8=,10
3+1+0=,4
2-1+9=,10
0-3+6=,3
5-2-2=,1
8+0+2=,10
4+5-1=,8
5-1-3=,1
2+0+8=,10
1+5+8=,14
9-6-2=,1
6+4-6=,4
8+2-2=,8
7-4+6=,9
2+7-6=,3
7+9+4=,20
1+2+7=,10
1-6-1=,-6
6-3-5=,-2
8-5+9=,12
1+2-5=,-2
4+2+3=,9
7-7-8=,-8
9-0-3=,6
1+3+0=,4
0-8+6=,-2
4-1+4=,7
8+8+6=,22
4+4-4=,4
3-2+3=,4
1+0-8=,-7
7-8-8=,-9
4-5+2=,1
4+0+2=,6
5-2-1=,2
1+1+8=,10
1-5+0=,-4
6-6-1=,-1
9+5+1=,15
1+9-6=,4
7+6+4=,17
7-3+6=,10
0-8-6=,-14
8-3+4=,9
2-7-1=,-6
4+0+3=,7
3-4-0=,-1
1+0-8=,-7
7-2-5=,0
2+3+5=,10
7-0+2=,9
1-2+6=,5
3-2+0=,1
2+6-8=,0
7+9+8=,24
4-1-3=,0
8-7+2=,3
3-6+5=,2
8-0-8=,0
3-0-5=,-2
8+7-2=,13
6-2+5=,9
5+2+3=,10
0-4+2=,-2
5-6-6=,-7
3-2-2=,-1
5+1+9=,15
8-7+6=,7
1+4+6=,11
9-0+1=,10
1-6+8=,3
4-4+7=,7
4+4+4=,12
2+6+6=,14
0-5+0=,-5
5-4+8=,9
7+8+9=,24
1+9-1=,9
7-3-0=,4
6+1-1=,6
1+3-7=,-3
1+0-4=,-3
3+6+5=,14
0+8-2=,6
8+7-6=,9
4+0-8=,-4
5-7-0=,-2
5+0-4=,1
1+5+7=,13
6+0-5=,1
8+5+6=,19
5+5-9=,1
3-5-6=,-8
4+7+9=,20
3-1+3=,5
7-7-2=,-2
8-1-3=,4
1+3-0=,4
3-8-4=,-9
6-3+2=,5
5+3-4=,4
9-8-4=,-3
7-8-6=,-7
2-2+8=,8
8-5+8=,11
0+2-2=,0
2+8-3=,7
3-6+5=,2
2+5+5=,12
1+6-0=,7
6-2-2=,2
4+2+1=,7
5-7-9=,-11
7+3+9=,19
4+9-0=,13
4-3-9=,-8
4+2+1=,7
4+3+4=,11
8-9+2=,1
6-1-0=,5
5+4+5=,14
1-0-5=,-4
5+5+4=,14
9-2+2=,9
0+2+5=,7
0-3+7=,4
8-2-1=,5
0-5-0=,-5
3+6-3=,6
8-8+3=,3
7-3+6=,10
5-9+8=,4
1-3+0=,-2
6-5-6=,-5
9-9-9=,-9
7+5-3=,9
1+1+8=,10
9+3+7=,19
8-5+9=,12
8+1+0=,9
7-2-3=,2
2+7+6=,15
3-0+1=,4
4+3-5=,2
6-8-6=,-8
4-9-2=,-7
8+6-2=,12
0+0+3=,3
3-3+9=,9
1+9-6=,4
0-5-6=,-11
5-1-1=,3
2-7-0=,-5
8+4+1=,13
3-8-8=,-13
5+1-5=,1
3+2-1=,4
6-6+0=,0
7-9-3=,-5
2-8+7=,1
2-5-5=,-8
5-5+1=,1
7-9-5=,-7
5+5-8=,2
7+0-0=,7
3-0+9=,12
2-7+1=,-4
9-5-4=,0
0+8+2=,10
1-5-1=,-5
5-2+2=,5
6+9-5=,10
9+5-2=,12
8-8-0=,0
6-5-1=,0
2-6+3=,-1
4-0+4=,8
5+6+6=,17
5+9+6=,20
4+7+0=,11
3-3+4=,4
2-4+2=,0
5-3-6=,-4
0-3+5=,2
1+4-0=,5
3+0-3=,0
9+0+4=,13
7+3+4=,14
5+7+0=,12
3-0+4=,7
0-7+6=,-1
8+8-3=,13
1+2+9=,12
6+9-6=,9
1+1+9=,11
8-3+1=,6
4-4-6=,-6
0+7-3=,4
9+0+0=,9
4+5+1=,10
5+6+1=,12
0+6-0=,6
3+9-0=,12
5-1+3=,7
0-4+1=,-3
1+5+4=,10
8+8+1=,17
1-2+2=,1
5+5-5=,5
6+7+6=,19
3-3+6=,6
1-7-0=,-6
2-1+2=,3
9-4+2=,7
7-1-2=,4
3+9-9=,3
0-0+3=,3
0+2+7=,9
5+1-5=,1
3-1+6=,8
5-1-6=,-2
0+5+0=,5
5+2+4=,11
8-6+3=,5
8+9+6=,23
2-3-2=,-3
1-3-2=,-4
7-3-8=,-4
9+4+6=,19
0-0+4=,4
6+8-0=,14
6+9+2=,17
5-8-6=,-9
4+2-4=,2
0+5+5=,10
9+9-5=,13
6-4+2=,4
1+3+1=,5
1+1+1=,3
3+2-0=,5
3-5+6=,4
4+6+0=,10
2-8-9=,-15
0+8-8=,0
8+3-1=,10
4+3-8=,-1
9+7-4=,12
3-8+1=,-4
6-2+3=,7
7-4+1=,4
4+1-6=,-1
9-5-1=,3
9+8+8=,25
1-3+0=,-2
2-5+0=,-3
5-2+3=,6
5-8-5=,-8
1+7+0=,8
1-4+0=,-3
0-7+1=,-6
4+6+3=,13
5-7+2=,0
4+9-7=,6
3-4-7=,-8
8+2+5=,15
7+7-9=,5
5+7-3=,9
6+4+7=,17
9+8-2=,15
1-7-5=,-11
9-7+8=,10
0-4+2=,-2
2-6+3=,-1
5-2+7=,10
0-0-8=,-8
5-2+4=,7
4-4-8=,-8
9-8-4=,-3
5-9-2=,-6
7-1-8=,-2
1+6-8=,-1
2-4-3=,-5
1+4+3=,8
1-4-5=,-8
6+9-6=,9
6-2+9=,13
8-6+2=,4
6+9-4=,11
0+6-8=,-2
6+6+6=,18
3-3-8=,-8
2+4-0=,6
3+9+8=,20
3-3+1=,1
8-1-3=,4
3+8-8=,3
1+9-0=,10
1+7+3=,11
6+3-3=,6
2+4-8=,-2
5-0-4=,1
1+7-8=,0
8+2+6=,16
3-2-8=,-7
4-2+1=,3
6+1+4=,11
7-9+1=,-1
1-3+7=,5
4-3-9=,-8
5-5-2=,-2
8-5-8=,-5
1-0+6=,7
4-1-8=,-5
9-8-0=,1
0-3+2=,-1
4-0+6=,10
9+2+9=,20
7-6+6=,7
4+0-3=,1
1-5-3=,-7
1+2-2=,1
1-4+9=,6
5+6+2=,13
3-5-3=,-5
0-3+7=,4
8+5+3=,16
2+0-8=,-6
0-3+7=,4
6+1+1=,8
4+8-4=,8
6+4-5=,5
5+0-3=,2
1+2+8=,11
2-3+3=,2
0+7+4=,11
2-4-5=,-7
5+3+4=,12
5+7+7=,19
1+5+2=,8
1-7+1=,-5
1-8-9=,-16
3-1-2=,0
4-5+8=,7
1+4-7=,-2
1+8+3=,12
4-1+9=,12
4-4+9=,9
7+4+1=,12
4-4-9=,-9
7+4+9=,20
6-7-1=,-2
3+4-6=,1
6+2-2=,6
5+6+5=,16
7-7-5=,-5
5-2-7=,-4
0-4-4=,-8
0+5-0=,5
1-6+2=,-3
2-9+1=,-6
2-0-6=,-4
0-6+0=,-6
9-3-4=,2
9+6-2=,13
3+8+3=,14
8-5+2=,5
9+8+6=,23
8+3-1=,10
7+3-0=,10
5-7-7=,-9
2+2-5=,-1
3+6+6=,15
1-0+2=,3
3-0+2=,5
5+7-6=,6
3-2+5=,6
1+1+6=,8
5+8-2=,11
0-4+5=,1
4+6+0=,10
1+3+6=,10
5-8+5=,2
0+4+7=,11
7+2-2=,7
7+6+4=,17
2+2-4=,0
5-8+5=,2
8-5-3=,0
4-3-5=,-4
3-2+6=,7
6-9+5=,2
5+6-5=,6
6+3+9=,18
9-7+5=,7
9+4+0=,13
2-1-2=,-1
4-2-8=,-6
7+8-6=,9
9-4-3=,2
7-2-4=,1
8-8+8=,8
6-5+9=,10
6+1-5=,2
0+4-0=,4
2-3-8=,-9
9+8+2=,19
7-7+0=,0
5-0-8=,-3
6-1-3=,2
0-7+9=,2
8+5-9=,4
3+7+6=,16
6+1+1=,8
3-5-0=,-2
4+1+1=,6
3+5+7=,15
0-2+9=,7
7+3-0=,10
4-8-4=,-8
5+6-3=,8
0-4+4=,0
5+3-3=,5
5+5-7=,3
3-7-1=,-5
0+2-8=,-6
6+7+4=,17
9+3+3=,15
0+5+2=,7
4+4-7=,1
1-5-1=,-5
6+3+5=,14
5+5+9=,19
6+8-0=,14
1-8-1=,-8
5+0+1=,6
5+7-7=,5
8+8+3=,19
1+1-4=,-2
3-5-2=,-4
1-7+6=,0
4+4-7=,1
1-2+6=,5
3-1-5=,-3
0-0-3=,-3
0+2+0=,2
4-9+5=,0
8-5-4=,-1
6-9+2=,-1
7-0-0=,7
8+9+3=,20
5+0+0=,5
4-5-9=,-10
9+0-1=,8
9-0-5=,4
9-2-8=,-1
6+0+1=,7
9+8-3=,14
7-2+9=,14
3+6+3=,12
8+0-8=,0
3-2+7=,8
4+6+8=,18
0+6-5=,1
7+8+8=,23
1-0-7=,-6
8+2+0=,10
5-8+3=,0
6+9+1=,16
3+1+1=,5
0+4+0=,4
5-9+0=,-4
1+0-5=,-4
2-5+8=,5
8+9-4=,13
9-2-8=,-1
1+3-3=,1
4-6+8=,6
5+0-4=,1
0+6-4=,2
4+8+1=,13
2-6+1=,-3
6-1+0=,5
2-8-7=,-13
2+2+7=,11
6-5+3=,4
7+2+4=,13
1+0+0=,1
0+8+9=,17
5-9-3=,-7
7-6-9=,-8
4-6+0=,-2
4+5+7=,16
9-4+7=,12
4+3+9=,16
9+5-7=,7
1-1+6=,6
1+2-7=,-4
2-3-7=,-8
0-1-8=,-9
8-0+4=,12
7-3+2=,6
1-5-5=,-9
0+9+6=,15
7-5+3=,5
0-2-4=,-6
5-4-6=,-5
1-8-3=,-10
4-7+6=,3
2+9+1=,12
4-2+8=,10
9-9-4=,-4
8+4+3=,15
9+0-9=,0
9-9-1=,-1
1-3+8=,6
5-7-4=,-6
3-1+3=,5
0+4-0=,4
9+7+1=,17
9-1-9=,-1
3+3-1=,5
6-5+0=,1
0-6-4=,-10
5-4+8=,9
2+9-3=,8
8-6-7=,-5
4-5-8=,-9
4+3+1=,8
6+3-0=,9
3-8+4=,-1
2-1-3=,-2
8-2-4=,2
0+9+4=,13
0+9-0=,9
0-1+0=,-1
6-1-6=,-1
7-2+7=,12
2+3+4=,9
1-5+6=,2
4-2+0=,2
7+5+3=,15
8-9-0=,-1
8-4-0=,4
0-3-6=,-9
4-8-0=,-4
8-6-9=,-7
6-0-1=,5
9-4+9=,14
6+5-9=,2
0+0+9=,9
2-1-3=,-2
1+9-9=,1
5+7-5=,7
6+7-2=,11
8-0-7=,1
5+4+9=,18
9-6-8=,-5
0+6-6=,0
9+0-4=,5
0+9-0=,9
4+1+9=,14
4-9-6=,-11
7-2+2=,7
4-3-2=,-1
0+3-9=,-6
0-0+9=,9
9-1+0=,8
9-5+4=,8
3+8+7=,18
1+2-2=,1
4+2+1=,7
6+3-2=,7
8+6+0=,14
8-9+6=,5
7-2+9=,14
5+8-9=,4
7+3+5=,15
9-9+6=,6
9+1+1=,11
1+9+0=,10
9-5-5=,-1
7-7+2=,2
7+8+4=,19
1-6+7=,2
2+1-5=,-2
7-6-1=,0
0-1-6=,-7
2+9+9=,20
0+1+7=,8
7-2+8=,13
1-9+7=,-1
7+3-1=,9
3-4+2=,1
5-3-4=,-2
7+6+9=,22
9-7+4=,6
8+8-7=,9
6-6+4=,4
1+3-8=,-4
8+3-5=,6
5+2-4=,3
0+5+0=,5
5+7+4=,16
0-6+0=,-6
1-4+9=,6
8+8-5=,11
6+7+2=,15
8-1-8=,-1
4+6+6=,16
9+6+6=,21
6-2-2=,2
7+8+3=,18
5+6-7=,4
3+2+3=,8
8+0-6=,2
7-9+1=,-1
8-2-3=,3
3-8-9=,-14
3+0-5=,-2
4+7+1=,12
6+6+8=,20
7-8+4=,3
0+2-8=,-6
2-3-3=,-4
3+0+8=,11
5-8-0=,-3
8+9-0=,17
2+0-7=,-5
0-3-6=,-9
6+1+5=,12
3+3+4=,10
1-4+3=,0
3+7-8=,2
7-0+4=,11
6+9+0=,15
0-4-3=,-7
7+5+2=,14
6-8+1=,-1
3+8-9=,2
9-3-0=,6
8-3-0=,5
2+8-3=,7
9-1+0=,8
4+9+6=,19
7+4-7=,4
0+9+3=,12
0+5-7=,-2
6+0-7=,-1
4+2-9=,-3
4-9-8=,-13
5-5+9=,9
3-1+5=,7
3-3-4=,-4
2+0-0=,2
2+6+5=,13
9+3-4=,8
4+9+1=,14
0+9-7=,2
2+8-2=,8
9-8+1=,2
7+6-0=,13
2-1+0=,1
3+7-8=,2
4-9-0=,-5
6+0+9=,15
8-1-4=,3
2-6-4=,-8
2-0-5=,-3
5+1+4=,10
8-0-5=,3
5+5-3=,7
9-2+4=,11
8+4+0=,12
9+5-4=,10
2-7-1=,-6
8-4+8=,12
3+9+5=,17
8-5-8=,-5
2+7+1=,10
2-0-5=,-3
0-3+1=,-2
0-5+8=,3
0-4+4=,0
1-1-1=,-1
9+8+1=,18
6-6-5=,-5
1-9+7=,-1
7-0+8=,15
4-9-7=,-12
9-0-0=,9
5+5+6=,16
5-9+0=,-4
7-0+5=,12
4-3-7=,-6
8-7+2=,3
5-8+2=,-1
2-9+9=,2
5-6-5=,-6
7+8-0=,15
4-0+6=,10
1+4+3=,8
1-6+1=,-4
7+7+8=,22
7+2+8=,17
0+5-4=,1
0-0-9=,-9
1+9+7=,17
5+3+6=,14
1-5+0=,-4
9-5+6=,10
2-8+2=,-4
5+9+1=,15
3+1-1=,3
5-2-7=,-4
9-5+4=,8
8+8+3=,19
8+1-0=,9
9+1+3=,13
1-0+8=,9
2-1+6=,7
1-4+0=,-3
4-8-9=,-13
8-5+2=,5
1+5-4=,2
8+6-5=,9
7-1-2=,4
4+7-2=,9
6+2-5=,3
9-9-4=,-4
2-9+8=,1
4+9-7=,6
2+7+4=,13
8-0+1=,9
0+5-4=,1
9-0-9=,0
1-3+7=,5
4+8-3=,9
8+1-5=,4
8-3-6=,-1
3+6-6=,3
1-9-5=,-13
4-5-1=,-2
3-6-8=,-11
7+9+5=,21
4+5+9=,18
9+4+3=,16
8+7+5=,20
6-2-2=,2
3+9-5=,7
2+8+8=,18
4-7+5=,2
8+6+6=,20
5-0-5=,0
6-9-5=,-8
7-0-9=,-2
7-6-1=,0
0+0+5=,5
0-4+5=,1
1-9-0=,-8
9-0+9=,18
0-7-8=,-15
9+6-7=,8
7+1-4=,4
1+3-7=,-3
3-1-9=,-7
5-9+1=,-3
9+3+2=,14
6-3+1=,4
0+9+8=,17
3-3+8=,8
7-0+1=,8
5+6+8=,19
0+9+8=,17
7-0-9=,-2
8-9-3=,-4
8-2-1=,5
9+1-4=,6
4+1+1=,6
0+7-3=,4
9+2-1=,10
6+3+1=,10
5-5-1=,-1
6+9+0=,15
4-1+3=,6
4-7-8=,-11
6+9-7=,8
5-4-0=,1
2+4+7=,13
1-3+1=,-1
5-4-2=,-1
5+1-8=,-2
6-8-0=,-2
1-1+1=,1
6-3+2=,5
1+0+3=,4
0+7-2=,5
4+9+3=,16
5-6-0=,-1
9+6+4=,19
8+6-9=,5
6-7+7=,6
9-9+0=,0
2-7-0=,-5
9-0-8=,1
9-0-9=,0
7-7+8=,8
3-5+9=,7
2+5-9=,-2
1-2+7=,6
0-3+3=,0
9-5+0=,4
3-4-4=,-5
6-5+1=,2
1+8-6=,3
1-2+0=,-1
6-0-5=,1
8-9-6=,-7
6-5+1=,2
6-9+3=,0
4+7+2=,13
1-9+0=,-8
4+1+1=,6
1+7-6=,2
6-1+8=,13
9+6+9=,24
9-6+9=,12
1-7+4=,-2
3-1-5=,-3
3-7-8=,-12
5-0-2=,3
3-4-9=,-10
4-2-5=,-3
8-9-3=,-4
3+9-1=,11
8+2+6=,16
4+2+5=,11
6+6-0=,12
6+2-4=,4
9+2+6=,17
7-2+7=,12
6+2-8=,0
1+0+2=,3
9+0-7=,2
6-5-4=,-3
1-3-5=,-7
2-3+4=,3
1-7-1=,-7
1-9+1=,-7
5+2-9=,-2
7-9-2=,-4
6+9+7=,22
8-7-2=,-1
0-1+4=,3
5+5+8=,18
1+1-0=,2
6+2-7=,1
6+9-8=,7
3+9-7=,5
7-8-3=,-4
6+4-5=,5
4-3+0=,1
5+9-9=,5
5+7-0=,12
0+1+8=,9
2-7+5=,0
1-8-6=,-13
8-5-5=,-2
4+2-6=,0
9-9+9=,9
4-8+7=,3
3+8+8=,19
9-2+1=,8
3+3+7=,13
7+6-0=,13
5-7-4=,-6
4-7+0=,-3
1-5-4=,-8
8-3-9=,-4
0-2+8=,6
1+6-9=,-2
3-8+9=,4
1-0+5=,6
5+8-7=,6
0+8-2=,6
5+3-1=,7
3-7-3=,-7
8-7-6=,-5
8-5+7=,10
1+8-4=,5
3-1-3=,-1
4-0+9=,13
9-9+2=,2
0-4-1=,-5
6-9-2=,-5
8-4+5=,9
3+3-6=,0
0+1-1=,0
2+0+9=,11
6-2+1=,5
7+2-9=,0
0-6+6=,0
5-6+3=,2
7+3+7=,17
4+7-9=,2
2-8+6=,0
8+7+9=,24
9+6+6=,21
2+0-0=,2
4-9+7=,2
3-7+4=,0
3+2-5=,0
8-2-6=,0
4-7-3=,-6
9+2-0=,11
9+7-7=,9
7-6-4=,-3
6-8-1=,-3
9+9-3=,15
0+7+8=,15
4-4-6=,-6
2+8-9=,1
1+7+5=,13
8+5-1=,12
4-6+0=,-2
0+8+1=,9
9-4-7=,-2
9-3+9=,15
8+1+8=,17
4-1-4=,-1
8+0+9=,17
6-2-2=,2
6-0-0=,6
6-5+2=,3
9-6+0=,3
6-5-1=,0
8-7-1=,0
0-3+3=,0
6-9-3=,-6
6+5-1=,10
8-5+1=,4
8+3+2=,13
3+1+1=,5
4-9-7=,-12
7+0+0=,7
4-7+5=,2
3-2+0=,1
4+2+5=,11
6-5-5=,-4
0-9-8=,-17
3+0-7=,-4
5+7-2=,10
8-7+2=,3
6-4-2=,0
7+1-9=,-1
4-9-9=,-14
1+4-7=,-2
0-7-1=,-8
8-0-5=,3
8-1+4=,11
3-5+0=,-2
2+3+4=,9
0-8-2=,-10
2+4+0=,6
9+8-9=,8
4+3+0=,7
8+9+6=,23
1+0-4=,-3
9+2+1=,12
9-9+8=,8
5+0-6=,-1
2+4+3=,9
7-4+0=,3
2+5-4=,3
6+7-1=,12
8-2-0=,6
4-8-7=,-11
3+9+2=,14
4-4+0=,0
0-6+1=,-5
3-3+3=,3
7-0-8=,-1
8+4-9=,3
3+5+4=,12
4+9-1=,12
5+8+5=,18
3+9+9=,21
0+0+7=,7
5-7-4=,-6
1-3+1=,-1
1+5-9=,-3
1+8+9=,18
3-6-1=,-4
6+7+0=,13
0+5-0=,5
8-6-1=,1
5+8-3=,10
6+2-4=,4
1+6-1=,6
0-8+2=,-6
1+5+1=,7
4+8+1=,13
3+2-8=,-3
7-8+8=,7
5-6+7=,6
8+7-8=,7
